"","Tipo","Literal","CCAA","Provincia","Municipio","Encuestadora/Medio","Fuente","Muestra","Trabajo Campo","Ultimo dia","Particip","Lead","Ganador","Ventaja","ACP","Adelante","Adelante Andalucía","Adelante Andalucía (2018)","Adelante Andalucía (2021)","AIKE","Andaluces Levantaos","ASG","Avante","AxSí","BA","BNG","Caballas","CC–NCa","CCa","CH","CHA","CL","Clotilde Cuéllar","CM","Compromís","CpM","Cs","CUP","CY!","DO","E-2000","EC","ECP","EH Bildu","El Pi","Elkarrekin Podemos","ERC","ERC–Sobiranistes","esperta","EUPV","EV","FAC","FeC","Galicia en Común","Ganar Alcorcón","GBai","GBC","GeC","GJ","GT","GxF","I–E (n)","IGE","IU","IU–Madrid","IU–MeP","IU–V–RM","IU/IX","IUC","IUCyL","IULV","IUMA","Junts","JxCat","L","Marea Atlántica","Marea Galeguista","Más Madrid","Más Madrid–Leganemos","Más País","MCC","MDyC","Més","Més Compromís","MM–Alcorcón","MM–Fuenlabrada","MMAlcobendas","MMArganda","MMCCG","MMGM","MMP","MOVER Parla","MxMe","NA+","NCa","PACMA","PAR","PDeCAT","PIVG","PNV","Podem–EUPV","Podemos","Podemos–IU","Podemos–IU–Equo","PP","PP+Cs","PR+","PRC","PSC","PSdeG–PSOE","PSE–EE (PSOE)","PSIB–PSOE","PSN–PSOE","PSOE","PSOE–A","PSPV","PTSV","PVI","PxE","Somos Alcalá","Somos Región","SomosOviedo","SR100","TE","ULEG","Unidas Podemos","Unides Podem–EUIB","Unides Podem–EUPV","UP","UPL","UPporA","UPxA","UxA","Vox","XAV","ZD","ZGZ"
"796","Generales","España","Esp.",NA,NA,"Simple Lógica","https://www.simplelogica.com/es/intencion-de-voto-y-valoracion-de-lideres-politicos-abril-2020/","1057","1-7 Apr",2020-04-07,"64.5",6,"PSOE","PSOE +6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA
"797","Generales","España","Esp.",NA,NA,"Sigma Dos/Antena 3","https://www.antena3.com/noticias/espana/encuesta-crisis-coronavirus-refuerza-bipartidismo-eleva-intencion-voto-psoe_202004075e8c7489b328c6000142df78.html","-","25 Mar-1 Apr",2020-04-01,"",7.9,"PSOE","PSOE +7.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,24.3,NA,NA,NA,NA,NA,NA,NA,NA,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,13.8,NA,NA,NA
"798","Generales","España","Esp.",NA,NA,"SW Demoscopia","http://swdemoscopia.com/2020/04/01/barometro-abril-sw-demoscopia/","1102","27-31 Mar",2020-03-31,"",3.9,"PSOE","PSOE +3.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,5.1,0.9,NA,NA,NA,NA,NA,1.2,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,21.6,NA,NA,0.3,NA,NA,NA,NA,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,NA,NA,16.9,NA,NA,NA
"799","Autonómicas","Murcia, Región de","Mur.",NA,NA,"SyM Consulting","http://www.cemopmurcia.es/wp-content/uploads/2020/05/BAROMETRO-CEMOP-PRIMAVERA-2020.pdf","1089","30-31 Mar 2020",2020-03-31,"60.6",3.2,"PP","PP +3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,33.8,NA,NA,NA,NA,NA,NA,NA,NA,30.6,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,NA,NA,NA
"800","Municipales","Madrid","Mad.","Madrid","Madrid","ElectoPanel/Electomanía","https://electomania.es/madpanel-3a-almeida-logra-la-primera-plaza-subida-del-psoe-y-vox-mientras-ahora-madrid-y-cs-caen/","800","26-31 Mar 2020",2020-03-31,"",5.1,"PP","PP +5.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8,NA,NA,NA,NA,NA,NA,NA,NA,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"801","Generales","España","Esp.",NA,NA,"ElectoPanel/Electomanía","https://electomania.es/electopanel-en-abierto-la-derecha-supera-al-bloque-de-izquierdas-en-7p-y-casi-30-escanos/","2500","26-30 Mar",2020-03-30,"",2,"PSOE","PSOE +2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,8.9,0.9,NA,NA,NA,NA,NA,1.2,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,23.2,NA,NA,0.2,NA,NA,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,12,NA,NA,NA,NA,NA,NA,NA,14.2,NA,NA,NA
"802","Generales","España","Esp.",NA,NA,"DYM/Henneo","https://www.diariodeleon.es/articulo/afondo/votantes-censuran-gobierno-suspenden-todos-lideres-politicos/202004020132222001108.html","1001","26-27 Mar",2020-03-27,"",3.7,"PSOE","PSOE +3.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,NA,NA,NA,NA,NA,NA,NA,NA,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA,14.4,NA,NA,NA
"803","Generales","España","Esp.",NA,NA,"SyM Consulting/La Nueva Crónica","https://www.lanuevacronica.com/el-psoe-baja-pero-ganaria-las-elecciones","3104","23-26 Mar",2020-03-26,"70.7",6.3,"PSOE","PSOE +6.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,NA,NA,NA,NA,NA,NA,NA,NA,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA,15.7,NA,NA,NA
"804","Generales","España","Esp.",NA,NA,"Demoscopia y Servicios/ESdiario","https://www.esdiario.com/92368796/Sondeo-ESdiario-el-PSOE-se-hunde-por-la-tardia-reaccion-de-Sanchez-al-Covid-19.html","1000","16-17 Mar",2020-03-17,"65.2",1.1,"PSOE","PSOE +1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,8.3,1.3,NA,NA,NA,NA,NA,1.2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,23.4,NA,NA,0.3,NA,NA,NA,NA,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,13.6,NA,NA,NA,NA,NA,NA,NA,14.5,NA,NA,NA
"805","Generales","España","Esp.",NA,NA,"CIS","http://datos.cis.es/pdf/Es3277marMT_A.pdf","3912","1-13 Mar",2020-03-13,"",12.3,"PSOE","PSOE +12.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,7.2,0.5,NA,NA,NA,NA,NA,1.2,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,19.6,NA,NA,0.1,NA,NA,NA,NA,NA,31.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,12.9,NA,NA,NA,NA,NA,NA,NA,14.8,NA,NA,NA
"806","Generales","España","Esp.",NA,NA,"ElectoPanel/Electomanía","https://electomania.es/electopanel-14m-giro-a-la-derecha-en-plena-crisis-del-covid-19/≈≈","1200","12-13 Mar",2020-03-13,"",3.8,"PSOE","PSOE +3.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,7.8,1,NA,NA,NA,NA,NA,1.2,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,21.7,NA,NA,0.3,NA,NA,NA,NA,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,13.4,NA,NA,NA,NA,NA,NA,NA,15.1,NA,NA,NA
"807","Generales","Cataluña","Cat.",NA,NA,"GESOP/CEO","http://upceo.ceo.gencat.cat/wsceop/7548/Dossier%20de%20premsa%20-962.pdf","2000","10 Feb-9 Mar 2020",2020-03-09,"68",1.2,"ERC–Sobiranistes","ERC–Sobiranistes +1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,5.8,NA,NA,NA,NA,14.6,NA,NA,NA,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA,NA,NA
"808","Generales","España","Esp.",NA,NA,"InvyMark/laSexta","https://www.lasexta.com/noticias/nacional/barometro-lasexta-el-psoe-ganaria-las-elecciones-generales-con-el-288-de-los-votos_202003075e63ae1e7795c700018e83bb.html","-","2-6 Mar",2020-03-06,"",7.7,"PSOE","PSOE +7.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1,NA,NA,NA,NA,NA,NA,NA,NA,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA,NA,NA,17.6,NA,NA,NA
"809","Generales","España","Esp.",NA,NA,"Simple Lógica","https://www.simplelogica.com/es/intencion-de-voto-y-valoracion-de-lideres-politicos-marzo-2020/","1029","2-6 Mar",2020-03-06,"67.6",6.8,"PSOE","PSOE +6.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9,NA,NA,NA,NA,NA,NA,NA,NA,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,NA,NA,NA,NA,NA,NA,NA,15.1,NA,NA,NA
"810","Generales","España","Esp.",NA,NA,"ElectoPanel/Electomanía","https://electomania.es/electopanel-generales-6m-los-bloques-vuelven-a-igualarse/","1250","1-5 Mar",2020-03-05,"",7.4,"PSOE","PSOE +7.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,5.5,0.9,NA,NA,NA,NA,NA,1.1,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,20.3,NA,NA,0.3,NA,NA,NA,NA,NA,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,13.2,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA
"811","Generales","España","Esp.",NA,NA,"SocioMétrica/El Español","https://www.elespanol.com/espana/politica/20200417/encuesta-continua-coronavirus-espanoles-desaprueba-sanchez-psoe/483202529_0.html","-","5 Mar",2020-03-05,"",6.9,"PSOE","PSOE +6.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,27.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,NA,NA,16.4,NA,NA,NA
"812","Generales","España","Esp.",NA,NA,"SW Demoscopia","http://swdemoscopia.com/2020/02/29/barometro-marzo-sw-demoscopia/","1302","24-28 Feb",2020-02-28,"",8.1,"PSOE","PSOE +8.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,3.9,1,NA,NA,NA,NA,NA,1.1,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,19.7,NA,NA,0.3,NA,NA,NA,NA,NA,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA,NA,NA,18.8,NA,NA,NA
"813","Autonómicas","Andalucía","And.",NA,NA,"ElectoPanel/Electomanía","https://electomania.es/andpanel-28f-la-derecha-seguiria-gobernando-en-andalucia-con-el-pp-rozando-la-primera-fuerza/","1100","23-27 Feb 2020",2020-02-27,"",0.8,"PSOE–A","PSOE–A +0.8",NA,NA,NA,NA,4,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,NA,NA,19.7,NA,NA,NA
"814","Generales","España","Esp.",NA,NA,"ElectoPanel/Electomanía","https://electomania.es/electopanel-generales-25f-la-descomposicion-de-cs-que-perderia-el-grupo-propio-da-alas-a-pp-y-vox/","1250","23-25 Feb",2020-02-25,"",7.3,"PSOE","PSOE +7.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,5.3,0.9,NA,NA,NA,NA,NA,1.1,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,20.4,NA,NA,0.2,NA,NA,NA,NA,NA,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,13.3,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA
"815","Generales","España","Esp.",NA,NA,"InvyMark/laSexta","https://www.lasexta.com/noticias/nacional/barometro-lasexta-el-psoe-se-mantiene-como-primera-fuerza-con-el-29-del-voto_202002235e5281750cf2a8ef1789f1bc.html","-","17-21 Feb",2020-02-21,"",8.1,"PSOE","PSOE +8.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA
"816","Autonómicas","Andalucía","And.",NA,NA,"GAD3/ABC","https://sevilla.abc.es/andalucia/sevi-encuesta-28-f-pp-y-ciudadanos-consolidan-ventaja-como-mayoria-gobierno-andalucia-202002272301_noticia.html","802","17-21 Feb 2020",2020-02-21,"",2.1,"PSOE–A","PSOE–A +2.1",NA,NA,NA,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,NA,NA,NA
"817","Autonómicas","Melilla","Mel.",NA,NA,"SyM Consulting","https://twitter.com/Barometrocm/status/1230772377518084096","687","17-18 Feb 2020",2020-02-18,"60.4",2.8,"PP","PP +2.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA
"818","Autonómicas","Andalucía","And.",NA,NA,"SW Demoscopia/Grupo Viva","https://andaluciainformacion.es/andalucia/880884/pp-y-cs-seguirian-al-frente-de-la-junta-con-el-apoyo-de-vox/","1310","5-18 Feb 2020",2020-02-18,"",0.7,"PP","PP +0.7",NA,NA,NA,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,NA,NA,NA
"819","Generales","España","Esp.",NA,NA,"Metroscopia","https://www.vozpopuli.com/espana/metroscopia-pp-guerra-casado-ayuso.html","-","15 Feb",2020-02-15,"",5.9,"PSOE","PSOE +5.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,NA,NA,NA,NA,NA,NA,NA,16.2,NA,NA,NA
"820","Generales","España","Esp.",NA,NA,"NC Report/La Razón","https://www.larazon.es/espana/20200217/2p3gexyx6rfuncs6n7t5lbjdui.html","1000","6-14 Feb",2020-02-14,"62.9",4.7,"PSOE","PSOE +4.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,5.6,0.9,NA,NA,NA,NA,NA,1.1,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,22.2,NA,NA,0.3,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,13.2,NA,NA,NA,NA,NA,NA,NA,16.1,NA,NA,NA
"821","Generales","España","Esp.",NA,NA,"CIS","http://datos.cis.es/pdf/Es3273marMT_A.pdf","2957","1-11 Feb",2020-02-11,"",12,"PSOE","PSOE +12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,8.1,1,NA,NA,NA,NA,NA,1.1,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,18.9,NA,NA,0.1,NA,NA,NA,NA,NA,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,13.6,NA,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA
